node_id,node_name,node_summary,node_et_equivalent
2443,Füüsikaliste suuruste loend,"Loendis on sagedamini kasutatavate füüsikaliste suuruste ja nende ühikute nimetused ja tähised.  Elektrotehnilised suurused on detailsemalt esitatud Elektrotehniliste suuruste ja mõõtühikute loendis. ''   Põhisuurused  Tabelis on SI põhiühikutele vastavad Rahvusvahelise suuruste süsteemi ISQ füüsikalised suurused, nende mõõtühikud ja dimensioonid.   Suuruse nimiSuuruse tähis, varutähisSI mõõtühik Ühiku tähis Dimensioon Lühikirjeldusaeg  t  sekund s T  Sündmuse kestusainehulkn  mool mol  N  Aine kog.",List of physical quantities
1147,Arujäreldus,,
1928,Einar Laigna,"Einar Laigna (sündinud 8.  juulil 1937 Tallinnas) on Eesti endine vaimulik ja ohvitser.   Elukäik Ta õppis Nõmmel 27.  mittetäielikus keskkoolis ja lõpetas 1957.  aastal Tallinna Polütehnikumi.  Ta töötas metallitöölisena ja tööõpetuse õpetajana.  Töö kõrvalt luges ta teoloogilist ja filosoofilist kirjandust.   Aastal 1965 astus ta õppima EELK Usuteaduse Instituuti.  Ordineeriti 22.  juunil 1967 aseõpetajaks ning määrati teenima EELK Varbla Urbanuse kogudust, EELK Karuse Margareeta kogudust ja EELK Hanil.",
5997,Sekstos Empeirikos,,
111,1738,"1738.  aasta (MDCCXXXVIII) oli 18.  sajandi 38.  aasta.    Sündmused maailmas   . . .    Sündmused Eestis   . . .    Sündinud   28.  mai – Joseph-Ignace Guillotin, giljotiini leiutaja 15.  november – William Herschel, Saksa-Inglise astronoom ja optik, Uraani avastaja   Surnud   16.  märts – George Bähr, saksa arhitekt   .",1738
6455,Tegusõna,"   Tegusõna ehk verb ehk pöördsõna on sõnaliik, millesse kuuluv sõnavorm väljendab tegevust ja on lauses kõige sagedamini öeldis või kuulub öeldise koosseisu.    Eesti keel  Eesti keeles on pöördsõnal viis morfoloogilist kategooriat:   pööre,   tegumood,   aeg,   kõneviis,  kõneliik.   Kõik viis kategooriat ei saa kunagi ühes tegusõnavormis väljenduda.   Morfoloogiliste kategooriate avaldumisvõimaluste ja sõnavormi süntaktiliste kasutusvõimaluste poolest jagunevad tegusõnavormid järgmiselt:   finii.",Verb
6658,Tootmissuhted,,
4594,Midagi mittemillestki,,
2091,Epikuros,"pisi|Epikurose büst, roomlaste valmistatud Kreeka originaali järgi, mis on hävinud Epikuros (342/341 eKr Samos – 271/270 eKr Ateena) oli Vana-Kreeka filosoof ja epikureismi looja.  Demokritose pooldaja, Nausiphanese õpilane.  Leukippose ja Demokritose atomistika arendaja.  Asutas 310 eKr Mytilenes Lesbosel filosoofiakooli, 306 eKr viis ta selle Ateenasse, kus hakati seda nimetama aiaks ja õpetust ""aiafilosoofiaks"".  Seda kooli juhatas Epikuros kuni surmani.   Epikurose jaoks koosnes filosoofia kolmes.",Epicurus
4531,Metafoor,"Metafoor (kreeka metaphora 'ülekanne') on kõnekujund, troop, mille käigus kantakse ühe nähtuse või objekti omadused või tunnused sarnasuse alusel üle teisele, nõnda et põhikujutluse (nt noorus, päike) asemele tekib uus, asekujutlus, mis ongi metafoor (elukevad, sinitaeva silm - K.  J.  Peterson).    Ühe võimaliku arusaama järgi on metafoor varjatud võrdlus, kuid võrdluses (noorus on otsekui elukevad; päike kui sinitaeva silm) on nimetatud nii see, mida võrreldakse, kui ka see, millega võrreldakse.  .",Metaphor
2924,Immanents,"Immanents (tuletatud keskaja ladina keele sõnast  immanens 'omane, sisemine', mis on vorm keskaja ladina keele sõnast   immanere millegi piiresse või sisse jääma) on vastandmõiste transtsendentsile ning tähendab seda, mis on esemele või nähtusele seesmiselt omane, nähtuse sisemisest loomusest tulenev.  Immanentsiks nimetatakse Spinoza filosoofias jumala kohalolu maailmas, Immanuel Kanti tunnetusteooria raames võimaliku kogemuse piiresse jäävat.   Selle maailma osa Enim levinud religioosses kasutus.",Immanence
3708,Konstruktiivne kriitika,,
6587,Theogenes,,
4927,Niels Bohr,"pisi|Niels Bohri vapp  Niels Henrik David Bohr (7.  oktoober 1885 Kopenhaagen – 18.  november 1962 Kopenhaagen) oli Taani tuumafüüsik, Nobeli auhinna laureaat.   Ta pälvis 1922.  aastal Nobeli füüsikaauhinna.   Elulugu Niels Bohri isa Christian Bohr oli Kopenhaageni ülikooli füsioloogiaprofessor, ema Ellen Adler Bohr oli pärit jõukast juudi suguvõsast, mis tegutses Taanis panganduses ja parlamendis.  Nielsil oli vanem õde Jenny Bohr ja kaks aastat noorem vend Harald Bohr.    Noorena harrastasid mõlemad.",Niels Bohr
5665,Rahvusvaheline vägivallatuse päev,Rahvusvaheline vägivallatuse päev on 2.  oktoober.   Ühinenud Rahvaste Organisatsiooni Peaassamblee võttis vastu sellekohase otsuse juunis 2007.   2.  oktoober on valitud kui Mahatma Gandhi sünnipäev.  Gandhi oli vägivallatuse ideoloog.   Kategooria:Tähtpäevad.,International Day of Non-Violence
881,Ameerika Filosoofiaselts,"pisi| Ameerika Filosoofiaseltsi asutaja ja esimene president Benjamin Franklin pisi|Philosophical Hall Philadelphias, Ameerika Filosoofiaseltsi esindushoone idafassaad.  Üle tee peaaegu vastas asub Library Hall pisi|Philosophical Halli läänefassaad.  Siit läbi pargi mõnikümmend meetrit lääne suunas jääb UNESCO maailmapärandi nimistusse kuuluv Vabaduse Palee pisi|Vaade Fifth Streeti ja Chestnut Streeti nurgalahendusele (1919.  a).  Philosophical Hall jääb Old City Hallist (nurgapealne maja) vasakule .",American Philosophical Society
4750,Moḩammad Reẕā Pahlavī,"thumb|Šahh Moḩammad Reẕā Pahlavī pisi| Luksuslik telklinnak oktoobris 1971  Moḩammad Reẕā Pahlavī (26.  oktoober 1919 – 27.  juuli 1980) oli Iraani šahh.   Sai võimule pärast seda, kui tema saksameelne isa Reẕā Pahlavī 1941.  aastal Suurbritannia ja NSV Liidu survel ametist tagandati.  Valitses aastatel 1941–1979.  Orienteerus välispoliitiliselt põhiliselt USA-le, sisepoliitikas surus maha vasakjõude.   Algatas 1960.  aastail maa moderniseerimist ja agraaruuendusi taotleva valge revolutsiooni.  Kiired lä.",Mohammad Reza Pahlavi
1831,Edinburghi Ülikool,pisi|paremal|Old College'i kuppel Edinburghi Ülikool (inglise University of Edinburgh) on riiklik ülikool Šotimaal Edinburghis.   Vastavalt Quacquarelli Symondsile (QS) on ülikool rahvusvaheliste ülikoolide edetabelis 17.  kohal.   Ülikool koosneb kolmest kolledžist.   Ülikool asutati 1583.    Šoti valgustusajastu jooksul hakati intellektuaalselt käärivat Edinburghi linna kutsuma klassitsistliku eponüümi järgi Põhjala Ateenaks.    Vaata ka  Šoti valgustusajastu  Edinburgh  Välislingid  Ülikooli kodule.,University of Edinburgh
3840,Kunsti,,
7404,Ühemõttelisus,,
1029,Ants Juske,"pisi|Ants Juske 2001.  aastal Ants Juske (10.  veebruar 1956 – 12.  veebruar 2016) oli eesti ajakirjanik, kunstiteadlane ja -kriitik.   Ta lõpetas aastal 1974 Tallinna 10.  KeskkooliTallinna Nõmme Gümnaasiumi vilistlased ja aastal 1979 Tartu Riikliku Ülikooli kunstiajaloolasena.   Aastal 1978 ilmus Tartus omakirjastusliku väljaandena Ants Juske ja Linnar Priimäe kirjutis ""Tartu sügis"".    Juske töötas Tartu Kõrgema Kunstikooli rektorina kooli moodustamisest 2000.  aastal kuni 2004.  aastaniVallo Nuust, V.",
2998,Instrumentalism,"Instrumentalism (inglise instrumentalism) on filosoofias seisukoht, et teooriad (sh teaduslikud) on vaid vahendid ehk instrumendid, mida kasutatakse maailmaga kohanemiseks ja sellest arusaamiseks.  Instrumentalismi seisukohalt ei ole teooriad ei tõesed ega väärad traditsioonilises mõttes; teooriat hinnatakse selle kasulikkuse järgi.   Instrumentalism arenes välja John Dewey (1859-1952) pragmatismist.   Vaata ka Epistemoloogiline anarhism Fiktsionalism Pragmatism   Viited   Kategooria:Teadusfilosoof.",Instrumentalism
1682,Defineerimine,,
6895,Usutavus,,
2501,Georg Cantor,"pisi Georg Ferdinand Ludwig Philipp Cantor (3.  märts 1845 (vkj 19.  veebruar) Peterburi – 6.  jaanuar 1918 Halle) oli saksa matemaatik, kes on tuntud peamiselt hulgateooria loojana.   Ta sündis Venemaal ja elas seal kuni 11 aasta vanuseni.  Ta oli perekonna kuuest lapsest vanim.  Tema vanaisa Franz Böhm oli tuntud viiuldaja ning ka noor Georg mängis viiulit.  Isa haiguse tõttu kolis perekond 1856.  aastal Saksamaale, lootes sealsele paremale kliimale.  1962.  aastal astus ta Zürichi ülikooli ning pärast .",Georg Cantor
2993,Insenerieetika,"Insenerieetika on rakenduseetika haru, mis analüüsib insenerpraktikas ette tulevaid eetilisi ja moraalseid probleeme ning õpetab eetikanorme rakendama inseneritegevuses.  Inseneri eetilist tegevust reguleerib inseneri eetikakoodeks.    Esimesed insenerieetika koodeksid koostati USA-s 20.  sajandi alguses.  Eesti Inseneride Liidu eetikakoodeks võeti vastu EIL üldkogul 31.  mail 1996.   Insenerieetika on õpetus insenerialaga tegelevate isikute (inseneride, juhtide, tehnikute, juristide) ning organisatsi.",Engineering ethics
1022,Antonio Negri,"pisi|Antonio Negri Antonio (""Toni"") Negri (sündinud 1.  augustil 1933) on Itaalia marksistlik poliitiline filosoof.  Negri tuntuimad teosed on ilmselt koos Michael Hardtiga kirjutatud ""Impeerium"" (inglise keeles ""Empire"") ning tema tööd Spinozast.   Ta sündis Itaalias Padovas, mille ülikoolis sai temast poliitilise filosoofia professor.  Negri asutas 1969.  aastal koos Oreste Scalzone ja Franco Pipernoga kommunistliku rühmituse Potere Operaio ('tööliste jõud') ja oli Autonomia Operaia juhtiv liige.  1.",Antonio Negri
5162,Otto Rolavs,,
6957,Vahendamatus,,
3327,Jumalanna,"pisi|Aphrodite Jumalanna on naissoost jumalus.   Jumalannad on sageli seotud ilu, armastuse, emaduse ja viljakusega, ent võivad olla seotud ka sõja, loomise ja surmaga.   Jumalannasid Aphrodite Venus   .",Goddess
7257,Waterloo lahing,"300px|pisi|Lahingusse liikumise skeem Waterloo lahing toimus 18.  juunil 1815 Prantsuse ja Seitsmenda Koalitsiooni ühendvägede vahel, mille moodustasid peamiselt Briti, Madalmaade ja Preisimaa väed.  See jäi Napoleoni viimaseks lahinguks.  Briti vägesid juhtis Arthur Wellesley, esimene Wellingtoni hertsog ning nendega liidus olevaid Preisi vägesid feldmarssal Gebhard Leberecht von Blücher.   Lahingukoht asub tänapäeva Belgias, 2 km kaugusel Waterloo linnast ja 15 km kaugusel Brüsselist ning see toim.",Battle of Waterloo
2095,Episteme,,
6913,Uusaeg,"Uusaeg, ka modernsus (inglise keeles modernity, modern times) on ajalooperiood umbes 1500 kuni umbes 1914/1918, seega suurtest maadeavastustest ja renessansist Esimese maailmasõjani.    Uusaega on periodiseeritud mitut moodi.  Uusaja alguseks on loetud:   aastat 1453, mil türklased (Osmanite riik) vallutasid Konstantinoopoli;  aastat 1492, mil Christoph Kolumbus avastas Ameerika;  aastat 1494, mil algasid Itaalia sõjad;  aastat 1500 kui üldistatud daatumit, mida seostatakse suurte maadeavastustega.",Modern history
3694,Konrad Adenauer,"thumb|Konrad Adenauer 1952.  aastal Konrad Hermann Joseph Adenauer (5.  jaanuar 1876 Köln – 19.  aprill 1967 Bad Honnef) oli Saksamaa ja Lääne-Saksamaa poliitik, katoliikliku Tsentrumipartei liige 1906.  aastast ning üks Kristlik-Demokraatliku Liidu rajajaid.   Adenauer oli hariduselt jurist.    Ta oli 1917–1933 Kölni ülemlinnapea ning 1920–1933 Preisi Riiginõukogu president.    Pärast esimest maailmasõda kaalus ta eraldi Reini riigi loomist kas Saksamaa koosseisus või väljaspool seda.   Weimari Vabarii.",Konrad Adenauer
4060,Lihtne substants,,
4334,Manchester,"Manchester on linn Suurbritannias Inglismaal Suur-Manchesteri linnkrahvkonnas.   Manchester on tuntud kui maailma esimene tööstuslinn.  Juba keskajal oli linn puuvillatoodete valmistamise keskus.  19.  sajandi alguses oli tööstusrevolutsiooni keskus, kuhu rajati puuvillamanufaktuure ja rasketööstusettevõtteid.   Manchesteri ülikool asutati 1903.  aastal.   Edukaimad jalgpalliklubid on Manchester City FC, mis tuli Inglismaa meistriks hooajal 2011/2012 ja 2017/2018, ning Manchester United, mis mängib sam.",Manchester
5898,Russelli tribunal,,
2210,Eudaimonism,"Eudaimonism (vanakreeka sõnast eudaimonia 'õnnelikkus, hea käekäik, hea saatus') on eetiline teooria või mõtteviis, mille kohaselt on inimese eesmärgiks õnneliku elu saavutamine.  Õnnelikkus ei seisne seejuures mitte mõnesuguses rõõmustamises millegi üle või üldse rõõmsas meeles, vaid tuleneb pigem teatud positiivsest vabadusest viia täide inimesele loomu poolest antud võimalusi ehk voorusi parimal viisil.  Tegemist ei ole seega isoleeritud egoismiga, vaid ennast ja teisi arvestava eneseteostusega.",Eudaemonism
1045,Apodiktiline tõde,,
5369,Pierre Abélard,"pisi|Jean Vignaud.  Abélard ja Héloïse Fulberti poolt üllatatuna.  Õli lõuendil, 1819 Pierre Abélard [pj'eer abel'aar] (ladinapäraselt Petrus Abaelardus; (1079 Le Pallet Nantes'i lähedal – 21.  aprill 1142 Saint-Marceli klooster Chalon-sur-Saône'i lähedal) oli prantsuse skolastiline filosoof ja teoloog.   Elulugu Abélardi eluloo tähtsad allikad on tema autobiograafiline kiri ""Historia calamitatum"" ja tema kirjavahetus Héloïse'iga.   Noorpõlv ja kuulsaks saamine Abélard pärines rüütliseisusest.   Lapse.",Peter Abelard
6095,Slovaki Vabariik,,
4347,Marc Bloch,"Marc Bloch (6.  juuli 1886 – 16.  juuni 1944) oli juudi päritolu Prantsusmaa ajaloolane, medievist ja annaalide koolkonna rajajaid.    Elu ja looming  Marc Bloch sündis Lyonis antiikajaloo professori Gustave Blochi peres.  Ta õppis Pariisis École Normale Supérieure’is ja Sorbonne’is, seejärel täiendas ennast Berliinis ja Leipzigis.  Pärast lühiajalist töötamist kooliõpetajana mobiliseeriti ta esimese maailmasõja puhkemisel jalaväkke.  Pärast sõda 1919.  aastal nimetati Bloch Strasbourgi ülikooli dotsen.",Marc Bloch
248,1893,"1893.  aasta (MDCCCXCIII) oli 19.  sajandi 93.  aasta.    Sündmused Eestis   26.  jaanuar (vkj 14.  jaanuar) – Tartu nimetati ümber Jurjeviks.   11.  märts (vkj 27.  veebruar) – Tartu ülikool ja Tartu õpperingkonna koolid nimetati ümber.   Märtsis sulges Eestimaa rüütelkond venestajate survel Tallinna Toomkooli.   13.  aprill (vkj 1.  aprill) – kuulutati välja Balti Raudtee Seltsi pankrot, mille järel Balti raudtee läks riigile.   12.  oktoober – dateeriti esimene eestikeelne malekommentaar, mille autor oli Ed.",1893
1982,Element (stiihia),"Elementideks nimetatakse Euroopa ja ida traditsioonilistes maailmapiltides maailma ürgalgeid (kreeka arche).  Sõltuvalt autorist ja kontekstist võidakse neid tõlgendada materiaalsete algete, printsiipide või vaimsete algetena.  Muuhulgas on elemente käsitletud filosoofias, keemias ja alkeemias, meditsiinis ning üldiselt loodusteaduses.  Elemendi kui ürgalge mõistest pärineb ka tänapäevane keemilise elemendi mõiste.   Elemendid Läänes ja Idas Kõige levinuma kirjelduse järgi on neid Lääne traditsiooni.",Classical element
5402,Planetaarudu,"pisi|Öökulli udu (M97) Planetaarudu ehk planetaarne udukogu ehk rõngasudu on emissioonudu tüüp, mis koosneb tähe arengu hilisstaadiumis kõrvale heidetud gaas- ja plasmaümbrisest.    Nimetus on ajalooliselt tingitud ja eksitav, sest sellistel ududel ei ole planeetidega mingit pistmist.  Nimetus tuleb sellest, et nad paistavad teleskoobis enamasti ümmargused ja rohekad nagu kauged hiidplaneedid.    Planetaarudud eksisteerivad tavaliselt ainult mõnikümmend tuhat aastat.  Võrreldes tähtede elueaga, mis .",Planetary nebula
1275,Baconi meetod,,
6800,Tõestus,"Tõestuse all mõeldakse matemaatikas, loogikas ja filosoofias kehtivat arutlust, mille eelduste tõesus on teada või kokku lepitud.  Tõestus võib olla ka arutlus, mis näitab mingi propositsiooni tõesust.  Mõnikord mõeldakse tõestamise all ka veenvat põhjendamist.    Aristotelese järgi on tõestus deduktiivne süllogism, mille eeldused on enesestmõistetavad.  Teaduses peavad Aristotelese järgi kõik väited olema tõestatud.    Füüsikas, keemias ja paljudes muudes loodusseadusi uurivates teadustes kasutataks.",
3494,Kaupo Känd,"pisi|Kaupo Känd esinemas kaheksandal Lennart Meri konverentsilFoto: Ave Maria Mõistlik, 26.  aprill 2015 Kaupo Känd (sündinud 29.  septembril 1970) on eesti filosoof ja diplomaat.   Ta on alates jaanuarist 2006 Sotsiaaldemokraatliku Erakonna liige.   Känd töötab Haagis Lõuna-Kaukaasia ja Tadžikistani alal OSCE vanemnõunikuna.  Ta on töötanud aastaid Euroopa Liidu diplomaadina Thbilisis, sealhulgas Gruusia sõja ajal.   Publikatsioone The clash of radicals and moderates? Välisministeeriumi Aastaraamat 2.",
5059,Olga Mikk-Krull,"Olga Mikk-Krull (kuni 1911.  aastani Olga Mikk, aastatel 1911–1924 Olga Olak, aastast 1961 Olga Vahtrik; 15.  mai 1887 Tallinn – 21.  juuli 1980 Tallinn) oli eesti laulja (sopran)Eesti Entsüklopeedia.   Perekond ja lapsepõlv  Olga Mikk-Krulli isa David Mikk oli sepp ja lukksepp, kuid mängis harrastusena ka viiulit.  Ema Julie Mikk oli õmbleja, kuid esines ka ""Lootuse"" seltsi asjaarmastajate trupis näitleja ja lauljana, minnes hiljem üle ""Estonia"" seltsi näiteringi.  Kodune musitseerimine oli perekonna.",
841,Algpõhjus,,
2436,Füüsika (täpsustus),,
5313,Peter Handke,"Peter Handke (sündinud 6.  detsembril 1942 Griffenis Kärnteni liidumaal) on üks tänapäeva tuntumaid Austria kirjanikke ja tõlkijaid.  Ta pälvis 2019.  aasta Nobeli kirjandusauhinnahttps://www. nobelprize. org/prizes/literature/2019/summary/.   Elust ja loomingust Handke sündis Austrias Griffeni külas ning ristiti kahepäevaselt katoliku kirikus.  Tema ema oli Kärnteni liidumaa sloveenlanna ja isa Saksa pangaametnik Erich Schönemann, kes oli juba abielus ja teenis Kärntenis sõdurina.  Veel enne Peteri sün.",Peter Handke
5351,Philosophie der Arithmetik,,
2294,Filosoofia internetientsüklopeedia,,
7387,Õpetaja,"thumb Õpetaja on isik, kes teisi õpetab või kasvatabEE 10: 605. , aidates õpilastel omandada teadmisi või oskusi.  Õpetaja ehk pedagoog on ühtlasi elukutse.  Koolis õpetavat õpetajat nimetatakse kooliõpetajaks (Eestis kuni 20.  sajandi esimeste kümnenditeni käibis nimetus koolmeister) Autorite kollektiiv, 2014.  Hariduse ja kasvatuse sõnaraamat.  Eesti Keele Sihtasutus.  Lk 117.   Vaata ka Eesti koolmeistrite kool Eesti Õpetajate Liit guru juhendaja juht ja õpetaja kasvataja kirikuõpetaja meister noorem.",Teacher
